"market","dc","state","zip","congestionzone","weatherzone","load_profile","rate_code","map_value"
ERCOT,ONC,,"75232",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75233",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75234",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75235",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75236",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75237",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75238",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75239",,,,,DC+ZIP
ERCOT,ONC,,"75240",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75241",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75242",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75243",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75244",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75245",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75246",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75247",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75248",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75249",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75250",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75251",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75252",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75253",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75254",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75258",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75260",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75261",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75262",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75263",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75264",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75265",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75266",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75267",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75270",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75275",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75277",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75283",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75284",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75285",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75286",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75287",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75295",,,,,ZIP
ERCOT,ONC,,"75301",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75303",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75310",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75312",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75312",,,,,DC+ZIP
ERCOT,WTU,,"75312",,,,,DC+ZIP
ERCOT,ONC,,"75313",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75315",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75320",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75323",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75326",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75336",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75339",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75342",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75346",,,,,ZIP
ERCOT,ONC,,"75353",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75354",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75355",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75356",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75357",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75357",,,,,DC+ZIP
ERCOT,WTU,,"75357",,,,,DC+ZIP
ERCOT,ONC,,"75359",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75360",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75363",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75364",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75367",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75368",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75369",,,,,ZIP
ERCOT,ONC,,"75370",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75371",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75372",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75373",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75374",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75376",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75376",,,,,DC+ZIP
ERCOT,WTU,,"75376",,,,,DC+ZIP
ERCOT,ONC,,"75378",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75379",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75380",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75381",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75382",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75386",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75387",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75388",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75389",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75390",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75391",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75392",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75393",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75394",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75395",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75396",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75397",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75398",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75401",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75402",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75403",,,,,DC+ZIP
ERCOT,ONC,,"75404",,,,,DC+ZIP
ERCOT,ONC,,"75407",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75407",,,,,DC+ZIP
ERCOT,ONC,,"75409",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75409",,,,,DC+ZIP
ERCOT,ONC,,"75411",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75412",,,,,DC+ZIP
ERCOT,TNP,,"75413",,,,,DC+ZIP
ERCOT,ONC,,"75414",,,,,DC+ZIP
ERCOT,TNP,,"75414",,,,,DC+ZIP
ERCOT,CPL,,"75415",,,,,DC+ZIP
ERCOT,ONC,,"75415",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75416",,,,,DC+ZIP
ERCOT,TNP,,"75416",,,,,DC+ZIP
ERCOT,TNP,,"75417",,,,,DC+ZIP
ERCOT,ONC,,"75418",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75420",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75421",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75422",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75423",,,,,DC+ZIP
ERCOT,TNP,,"75423",,,,,DC+ZIP
ERCOT,ONC,,"75424",,,,,DC+ZIP
ERCOT,TNP,,"75424",,,,,DC+ZIP
ERCOT,,,"75425",,,,,ZIP
ERCOT,ONC,,"75426",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75428",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75429",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75431",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75432",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75433",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75434",,,,,DC+ZIP
ERCOT,TNP,,"75435",,,,,DC+ZIP
ERCOT,TNP,,"75436",,,,,DC+ZIP
ERCOT,ONC,,"75437",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75438",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75439",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75440",,,,,DC+ZIP
ERCOT,ONC,,"75441",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75442",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75442",,,,,DC+ZIP
ERCOT,,,"75443",,,,,ZIP
ERCOT,ONC,,"75446",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75447",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75448",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75449",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75450",,,,,ZIP
ERCOT,,,"75451",,,,,ZIP
ERCOT,ONC,,"75452",,,,,DC+ZIP
ERCOT,TNP,,"75452",,,,,DC+ZIP
ERCOT,TNP,,"75453",,,,,DC+ZIP
ERCOT,ONC,,"75454",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75455",,,,,ZIP
ERCOT,,,"75456",,,,,ZIP
ERCOT,,,"75457",,,,,ZIP
ERCOT,ONC,,"75458",,,,,DC+ZIP
ERCOT,ONC,,"75459",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75460",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75461",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75462",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75462",,,,,DC+ZIP
ERCOT,TNP,,"75468",,,,,DC+ZIP
ERCOT,ONC,,"75469",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75470",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75471",,,,,ZIP
ERCOT,TNP,,"75472",,,,,DC+ZIP
ERCOT,ONC,,"75473",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75474",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75475",,,,,DC+ZIP
ERCOT,ONC,,"75476",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75477",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75478",,,,,ZIP
ERCOT,ONC,,"75479",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75480",,,,,ZIP
ERCOT,ONC,,"75481",,,,,DC+ZIP
ERCOT,ONC,,"75482",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75483",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75485",,,,,DC+ZIP
ERCOT,ONC,,"75486",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75487",,,,,DC+ZIP
ERCOT,ONC,,"75488",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75489",,,,,DC+ZIP
ERCOT,TNP,,"75490",,,,,DC+ZIP
ERCOT,TNP,,"75491",,,,,DC+ZIP
ERCOT,ONC,,"75492",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75493",,,,,ZIP
ERCOT,ONC,,"75495",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"75495",,,,,DC+ZIP
ERCOT,ONC,,"75496",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75497",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75501",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75503",,,,,ZIP
ERCOT,,,"75504",,,,,ZIP
ERCOT,,,"75505",,,,,ZIP
ERCOT,,,"75507",,,,,ZIP
ERCOT,ONC,,"75550",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75551",,,,,ZIP
ERCOT,ONC,,"75554",,,,,DC+ZIP
ERCOT,,,"75555",,,,,ZIP
ERCOT,,,"75556",,,,,ZIP
ERCOT,,,"75558",,,,,ZIP
ERCOT,,,"75559",,,,,ZIP
ERCOT,,,"75560",,,,,ZIP
ERCOT,,,"75561",,,,,ZIP
ERCOT,,,"75562",,,,,ZIP
ERCOT,,,"75563",,,,,ZIP
ERCOT,,,"75564",,,,,ZIP
ERCOT,,,"75565",,,,,ZIP
ERCOT,,,"75566",,,,,ZIP
ERCOT,,,"75567",,,,,ZIP
ERCOT,,,"75568",,,,,ZIP
ERCOT,,,"75569",,,,,ZIP
ERCOT,,,"75570",,,,,ZIP
ERCOT,,,"75571",,,,,ZIP
ERCOT,,,"75572",,,,,ZIP
ERCOT,,,"75573",,,,,ZIP
ERCOT,,,"75574",,,,,ZIP
ERCOT,,,"75599",,,,,ZIP
ERCOT,,,"75630",,,,,ZIP
ERCOT,,,"75631",,,,,ZIP
ERCOT,,,"75633",,,,,ZIP
ERCOT,,,"75636",,,,,ZIP
ERCOT,,,"75637",,,,,ZIP
ERCOT,,,"75638",,,,,ZIP
ERCOT,,,"75639",,,,,ZIP
ERCOT,,,"75640",,,,,ZIP
ERCOT,,,"75643",,,,,ZIP
ERCOT,ONC,,"75644",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75645",,,,,ZIP
ERCOT,ONC,,"75652",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75653",,,,,ZIP
ERCOT,ONC,,"75654",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75656",,,,,ZIP
ERCOT,,,"75657",,,,,ZIP
ERCOT,,,"75658",,,,,ZIP
ERCOT,,,"75666",,,,,ZIP
ERCOT,ONC,,"75667",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75668",,,,,ZIP
ERCOT,,,"75669",,,,,ZIP
ERCOT,,,"75680",,,,,ZIP
ERCOT,,,"75681",,,,,ZIP
ERCOT,,,"75682",,,,,ZIP
ERCOT,,,"75683",,,,,ZIP
ERCOT,ONC,,"75684",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75685",,,,,ZIP
ERCOT,ONC,,"75686",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75687",,,,,ZIP
ERCOT,,,"75689",,,,,ZIP
ERCOT,,,"75691",,,,,ZIP
ERCOT,,,"75692",,,,,ZIP
ERCOT,ONC,,"75701",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75702",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75703",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75704",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75705",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75706",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75707",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75708",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75709",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75710",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75711",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75712",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75713",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75750",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75751",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75752",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75754",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75755",,,,,ZIP
ERCOT,ONC,,"75756",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75757",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75758",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75759",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75760",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75762",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75763",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75764",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75766",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75770",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75771",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75772",,,,,ZIP
ERCOT,ONC,,"75773",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75778",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75779",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75780",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75782",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75783",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75784",,,,,ZIP
ERCOT,ONC,,"75785",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75788",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75789",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75790",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75791",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75792",,,,,ZIP
ERCOT,,,"75797",,,,,ZIP
ERCOT,ONC,,"75798",,,,,DC+ZIP
ERCOT,ONC,,"75799",,,,,DC+ZIP
ERCOT,ONC,,"75801",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75802",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75803",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75831",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75832",,,,,DC+ZIP
ERCOT,ONC,,"75833",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75834",,,,,ZIP
ERCOT,ONC,,"75835",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75838",,,,,ZIP
ERCOT,ONC,,"75839",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75840",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75844",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75845",,,,,ZIP
ERCOT,CNP,,"75846",,,,,DC+ZIP
ERCOT,ONC,,"75846",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75847",,,,,ZIP
ERCOT,,,"75848",,,,,ZIP
ERCOT,ONC,,"75849",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75850",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75851",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75852",,,,,ZIP
ERCOT,ONC,,"75853",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75855",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75856",,,,,ZIP
ERCOT,,,"75858",,,,,ZIP
ERCOT,ONC,,"75859",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75860",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75861",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75862",,,,,ZIP
ERCOT,,,"75865",,,,,ZIP
ERCOT,,,"75880",,,,,ZIP
ERCOT,,,"75882",,,,,ZIP
ERCOT,ONC,,"75884",,,,,DC+ZIP
ERCOT,,,"75886",,,,,ZIP
ERCOT,ONC,,"75901",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75902",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75903",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75904",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75915",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75925",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75926",,,,,ZIP
ERCOT,,,"75928",,,,,ZIP
ERCOT,,,"75930",,,,,ZIP
ERCOT,,,"75931",,,,,ZIP
ERCOT,,,"75932",,,,,ZIP
ERCOT,,,"75933",,,,,ZIP
ERCOT,,,"75934",,,,,ZIP
ERCOT,ONC,,"75935",,,,,DC+ZIP
ERCOT,,,"75936",,,,,ZIP
ERCOT,ONC,,"75937",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75938",,,,,ZIP
ERCOT,,,"75939",,,,,ZIP
ERCOT,ONC,,"75941",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75942",,,,,ZIP
ERCOT,ONC,,"75943",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75944",,,,,ZIP
ERCOT,,,"75946",,,,,ZIP
ERCOT,,,"75947",,,,,ZIP
ERCOT,,,"75948",,,,,ZIP
ERCOT,ONC,,"75949",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75951",,,,,ZIP
ERCOT,,,"75954",,,,,ZIP
ERCOT,,,"75956",,,,,ZIP
ERCOT,,,"75958",,,,,ZIP
ERCOT,,,"75959",,,,,ZIP
ERCOT,,,"75960",,,,,ZIP
ERCOT,ONC,,"75961",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75962",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75963",,,,,DC+ZIP
ERCOT,WTU,,"75963",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75964",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75965",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75966",,,,,ZIP
ERCOT,,,"75968",,,,,ZIP
ERCOT,ONC,,"75969",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75973",,,,,ZIP
ERCOT,,,"75974",,,,,ZIP
ERCOT,ONC,,"75975",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"75976",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75977",,,,,ZIP
ERCOT,,,"75978",,,,,ZIP
ERCOT,,,"75979",,,,,ZIP
ERCOT,ONC,,"75980",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"75990",,,,,ZIP
ERCOT,ONC,,"76001",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76002",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76003",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76004",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76005",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76006",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76007",,,,,ZIP
ERCOT,ONC,,"76008",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76009",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76010",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76011",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76012",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76013",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76014",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76015",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76016",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76017",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76018",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76019",,,,,ZIP
ERCOT,ONC,,"76020",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76021",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76022",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76023",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76028",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76031",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76033",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76034",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76035",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76036",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76039",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76040",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76041",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76043",,,,,DC+ZIP
ERCOT,ONC,,"76044",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76048",,,,,DC+ZIP
ERCOT,TNP,,"76048",,,,,DC+ZIP
ERCOT,ONC,,"76049",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76050",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76050",,,,,DC+ZIP
