"market","dc","state","zip","congestionzone","weatherzone","load_profile","rate_code","map_value"
ERCOT,ONC,,"76051",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76052",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76053",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76054",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76055",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76055",,,,,DC+ZIP
ERCOT,ONC,,"76058",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76059",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76060",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76061",,,,,ZIP
ERCOT,ONC,,"76063",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76064",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76065",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76066",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76067",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76068",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76070",,,,,DC+ZIP
ERCOT,ONC,,"76071",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76073",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76077",,,,,DC+ZIP
ERCOT,ONC,,"76078",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76082",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76084",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76085",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76086",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76087",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76088",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76092",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76093",,,,,DC+ZIP
ERCOT,,,"76094",,,,,ZIP
ERCOT,,,"76095",,,,,ZIP
ERCOT,,,"76096",,,,,ZIP
ERCOT,ONC,,"76097",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76098",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76099",,,,,ZIP
ERCOT,ONC,,"76101",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76102",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76103",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76104",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76105",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76106",NORTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"76106",,,,,DC+ZIP
ERCOT,ONC,,"76107",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76108",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76109",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76110",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76111",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76112",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76113",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76114",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76115",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76116",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76117",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76118",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76119",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76120",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76121",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76122",,,,,DC+ZIP
ERCOT,ONC,,"76123",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76124",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76126",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76127",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76129",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76130",,,,,ZIP
ERCOT,ONC,,"76131",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76132",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76133",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76134",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76135",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76136",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76137",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76140",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76147",,,,,ZIP
ERCOT,ONC,,"76148",NORTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"76148",,,,,DC+ZIP
ERCOT,,,"76150",,,,,ZIP
ERCOT,ONC,,"76155",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76161",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76162",,,,,ZIP
ERCOT,,,"76163",,,,,ZIP
ERCOT,ONC,,"76164",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76177",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76178",,,,,DC+ZIP
ERCOT,ONC,,"76179",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76180",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76181",,,,,ZIP
ERCOT,ONC,,"76182",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76185",,,,,ZIP
ERCOT,,,"76191",,,,,ZIP
ERCOT,,,"76192",,,,,ZIP
ERCOT,,,"76193",,,,,ZIP
ERCOT,ONC,,"76195",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76195",,,,,DC+ZIP
ERCOT,WTU,,"76195",,,,,DC+ZIP
ERCOT,ONC,,"76196",,,,,DC+ZIP
ERCOT,ONC,,"76197",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76198",,,,,ZIP
ERCOT,ONC,,"76199",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76201",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76202",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76203",,,,,ZIP
ERCOT,,,"76204",,,,,ZIP
ERCOT,ONC,,"76205",,,,,DC+ZIP
ERCOT,ONC,,"76206",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76207",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76208",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76209",,,,,DC+ZIP
ERCOT,ONC,,"76210",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76225",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76226",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76227",,,,,DC+ZIP
ERCOT,TNP,,"76227",,,,,DC+ZIP
ERCOT,ONC,,"76228",WEST,,,,DC+ZIP+CZ
ERCOT,,,"76230",,,,,ZIP
ERCOT,ONC,,"76233",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76234",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76238",,,,,ZIP
ERCOT,,,"76239",,,,,ZIP
ERCOT,ONC,,"76240",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76241",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76244",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76245",,,,,ZIP
ERCOT,ONC,,"76246",,,,,DC+ZIP
ERCOT,ONC,,"76247",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76248",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76249",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76250",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76251",,,,,DC+ZIP
ERCOT,ONC,,"76252",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76253",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76255",,,,,DC+ZIP
ERCOT,TNP,,"76258",,,,,DC+ZIP
ERCOT,ONC,,"76259",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76261",,,,,DC+ZIP
ERCOT,ONC,,"76262",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76263",,,,,ZIP
ERCOT,ONC,,"76264",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76265",,,,,DC+ZIP
ERCOT,,,"76266",,,,,ZIP
ERCOT,ONC,,"76267",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76268",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76270",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76271",,,,,DC+ZIP
ERCOT,ONC,,"76272",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76273",NORTH,,,,DC+ZIP+CZ
ERCOT,,,"76299",,,,,ZIP
ERCOT,ONC,,"76301",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"76301",,,,,DC+ZIP
ERCOT,ONC,,"76302",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76305",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"76305",,,,,DC+ZIP
ERCOT,ONC,,"76306",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76307",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76308",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76309",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76310",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76311",,,,,DC+ZIP
ERCOT,ONC,,"76351",WEST,,,,DC+ZIP+CZ
ERCOT,,,"76352",,,,,ZIP
ERCOT,ONC,,"76354",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"76357",,,,,DC+ZIP
ERCOT,ONC,,"76360",,,,,DC+ZIP
ERCOT,CPL,,"76363",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76363",,,,,DC+ZIP
ERCOT,CPL,,"76364",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76364",,,,,DC+ZIP
ERCOT,ONC,,"76365",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"76365",,,,,DC+ZIP
ERCOT,ONC,,"76366",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76367",WEST,,,,DC+ZIP+CZ
ERCOT,,,"76369",,,,,ZIP
ERCOT,TNP,,"76370",,,,,DC+ZIP
ERCOT,CPL,,"76371",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76371",,,,,DC+ZIP
ERCOT,TNP,,"76372",,,,,DC+ZIP
ERCOT,WTU,,"76373",WEST,,,,DC+ZIP+CZ
ERCOT,TNP,,"76374",,,,,DC+ZIP
ERCOT,TNP,,"76377",,,,,DC+ZIP
ERCOT,ONC,,"76379",,,,,DC+ZIP
ERCOT,ONC,,"76380",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76380",,,,,DC+ZIP
ERCOT,CPL,,"76384",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76384",,,,,DC+ZIP
ERCOT,,,"76385",,,,,ZIP
ERCOT,CPL,,"76388",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76388",,,,,DC+ZIP
ERCOT,,,"76389",,,,,ZIP
ERCOT,ONC,,"76401",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"76401",,,,,DC+ZIP
ERCOT,ONC,,"76402",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76424",WEST,,,,DC+ZIP+CZ
ERCOT,ONC,,"76426",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76427",,,,,DC+ZIP
ERCOT,TNP,,"76427",,,,,DC+ZIP
ERCOT,WTU,,"76427",,,,,DC+ZIP
ERCOT,ONC,,"76429",WEST,,,,DC+ZIP+CZ
ERCOT,CPL,,"76430",WEST,,,,DC+ZIP+CZ
ERCOT,WTU,,"76430",,,,,DC+ZIP
ERCOT,ONC,,"76431",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"76432",NORTH,,,,DC+ZIP+CZ
PJM,DOM,,,,DOM,,,DC
MISO,AMIL,,,,IP3,DS2HL-IP,,DC+LP
MISO,AMIL,,,,IP3,LITE-IP,,DC+LP
MISO,AMIL,,,,UE1,CSTM-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,DS2HH-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,DS2HL-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,DS2LH-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,DS2LL-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,DS3HH-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,DS3HL-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,DS3MH-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,DS3ML-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,DS3LH-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,DS3LL-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,RESDHH-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,RESDHL-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,RESDLH-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,RESDLL-CIPSME,,DC+LP
MISO,AMIL,,,,UE1,LITE-CIPSME,,DC+LP
MISO,AMIL,,,,IP3,,DS1,DC+RC
MISO,AMIL,,,,IP3,,DS2,DC+RC
MISO,AMIL,,,,IP3,,DS2U,DC+RC
MISO,AMIL,,,,IP3,,DS3,DC+RC
MISO,AMIL,,,,IP3,,DS3A,DC+RC
MISO,AMIL,,,,IP3,,DS3B,DC+RC
MISO,AMIL,,,,IP3,,DS4,DC+RC
MISO,AMIL,,,,IP3,,DS5,DC+RC
MISO,AMIL,,,,IP3,,DS-5,DC+RC
MISO,AMIL,,,,IP3,,DS5 Mtr,DC+RC
MISO,AMIL,,,,IP3,,DS5 Res,DC+RC
MISO,AMIL,,,,IP3,,DS5Muni,DC+RC
MISO,AMIL,,,,IP3,,DS5U,DC+RC
MISO,AMIL,,,,IP3,,DS6A,DC+RC
MISO,AMIL,,,,IP3,,DS6B,DC+RC
ERCOT,CNP,,"77441",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CPL,,"77442",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77442",,,,,DC+ZIP
ERCOT,,,"77443",,,,,ZIP
ERCOT,CNP,,"77444",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77445",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77446",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77447",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77448",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77449",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77450",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77451",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77452",,,,,ZIP
ERCOT,CNP,,"77453",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77454",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CPL,,"77455",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77455",,,,,DC+ZIP
ERCOT,CNP,,"77456",,,,,DC+ZIP
ERCOT,CPL,,"77457",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77457",,,,,DC+ZIP
ERCOT,CPL,,"77458",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77459",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77460",,,,,DC+ZIP
ERCOT,CPL,,"77460",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77461",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77462",,,,,DC+ZIP
ERCOT,TNP,,"77463",,,,,DC+ZIP
ERCOT,CNP,,"77464",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CPL,,"77465",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77465",,,,,DC+ZIP
ERCOT,CNP,,"77466",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77467",,,,,ZIP
ERCOT,CNP,,"77468",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77469",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77470",,,,,ZIP
ERCOT,CNP,,"77471",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77473",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77474",HOUSTON,,,,DC+ZIP+CZ
ERCOT,ONC,,"77474",,,,,DC+ZIP
ERCOT,,,"77475",,,,,ZIP
ERCOT,CNP,,"77476",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77477",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77478",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77479",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77480",,,,,DC+ZIP
ERCOT,TNP,,"77480",,,,,DC+ZIP
ERCOT,CNP,,"77481",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77482",,,,,DC+ZIP
ERCOT,CNP,,"77483",,,,,DC+ZIP
ERCOT,CPL,,"77483",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77484",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77485",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77486",,,,,DC+ZIP
ERCOT,TNP,,"77486",,,,,DC+ZIP
ERCOT,CNP,,"77487",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77488",SOUTH,,,,DC+ZIP+CZ
ERCOT,CNP,,"77489",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77491",,,,,ZIP
ERCOT,,,"77492",,,,,ZIP
ERCOT,CNP,,"77493",,,,,DC+ZIP
ERCOT,CNP,,"77494",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77496",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77497",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77498",,,,,DC+ZIP
ERCOT,CNP,,"77501",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77502",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77503",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77504",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77505",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77506",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77507",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77508",,,,,ZIP
ERCOT,CNP,,"77510",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77511",HOUSTON,,,,DC+ZIP+CZ
ERCOT,TNP,,"77511",,,,,DC+ZIP
ERCOT,CNP,,"77512",,,,,DC+ZIP
ERCOT,TNP,,"77512",,,,,DC+ZIP
ERCOT,,,"77514",,,,,ZIP
ERCOT,CNP,,"77515",HOUSTON,,,,DC+ZIP+CZ
ERCOT,TNP,,"77515",,,,,DC+ZIP
ERCOT,TNP,,"77516",,,,,DC+ZIP
ERCOT,CNP,,"77517",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77518",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77519",,,,,ZIP
ERCOT,CNP,,"77520",HOUSTON,,,,DC+ZIP+CZ
ERCOT,ONC,,"77520",,,,,DC+ZIP
ERCOT,CNP,,"77521",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77522",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77523",,,,,DC+ZIP
ERCOT,CNP,,"77530",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77531",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77532",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77533",,,,,ZIP
ERCOT,CNP,,"77534",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77535",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77536",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CPL,,"77538",,,,,DC+ZIP
ERCOT,CNP,,"77539",HOUSTON,,,,DC+ZIP+CZ
ERCOT,TNP,,"77539",,,,,DC+ZIP
ERCOT,CNP,,"77541",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77542",,,,,ZIP
ERCOT,CNP,,"77545",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77546",HOUSTON,,,,DC+ZIP+CZ
ERCOT,TNP,,"77546",,,,,DC+ZIP
ERCOT,CNP,,"77547",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77549",,,,,DC+ZIP
ERCOT,CNP,,"77550",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77551",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77552",HOUSTON,,,,DC+ZIP+CZ
ERCOT,TNP,,"77552",,,,,DC+ZIP
ERCOT,CNP,,"77553",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77554",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77555",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77560",,,,,ZIP
ERCOT,,,"77561",,,,,ZIP
ERCOT,CNP,,"77562",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77563",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77564",,,,,ZIP
ERCOT,CNP,,"77565",HOUSTON,,,,DC+ZIP+CZ
ERCOT,TNP,,"77565",,,,,DC+ZIP
ERCOT,CNP,,"77566",HOUSTON,,,,DC+ZIP+CZ
ERCOT,TNP,,"77566",,,,,DC+ZIP
ERCOT,CNP,,"77568",,,,,DC+ZIP
ERCOT,TNP,,"77568",,,,,DC+ZIP
ERCOT,CNP,,"77571",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77572",,,,,ZIP
ERCOT,CNP,,"77573",,,,,DC+ZIP
ERCOT,TNP,,"77573",,,,,DC+ZIP
ERCOT,,,"77574",,,,,ZIP
ERCOT,CNP,,"77575",,,,,DC+ZIP
ERCOT,CNP,,"77577",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77578",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77580",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77581",HOUSTON,,,,DC+ZIP+CZ
ERCOT,TNP,,"77581",,,,,DC+ZIP
ERCOT,,,"77582",,,,,ZIP
ERCOT,CNP,,"77583",HOUSTON,,,,DC+ZIP+CZ
ERCOT,CNP,,"77584",HOUSTON,,,,DC+ZIP+CZ
ERCOT,TNP,,"77584",,,,,DC+ZIP
ERCOT,,,"77585",,,,,ZIP
ERCOT,CNP,,"77586",HOUSTON,,,,DC+ZIP+CZ
ERCOT,ONC,,"77586",,,,,DC+ZIP
ERCOT,CNP,,"77587",HOUSTON,,,,DC+ZIP+CZ
ERCOT,TNP,,"77588",,,,,DC+ZIP
ERCOT,CNP,,"77590",,,,,DC+ZIP
ERCOT,TNP,,"77590",,,,,DC+ZIP
ERCOT,CNP,,"77591",,,,,DC+ZIP
ERCOT,TNP,,"77591",,,,,DC+ZIP
ERCOT,TNP,,"77592",,,,,DC+ZIP
ERCOT,CNP,,"77597",,,,,DC+ZIP
ERCOT,CNP,,"77598",HOUSTON,,,,DC+ZIP+CZ
ERCOT,TNP,,"77598",,,,,DC+ZIP
ERCOT,,,"77611",,,,,ZIP
ERCOT,,,"77612",,,,,ZIP
ERCOT,,,"77613",,,,,ZIP
ERCOT,,,"77614",,,,,ZIP
ERCOT,,,"77615",,,,,ZIP
ERCOT,,,"77616",,,,,ZIP
ERCOT,,,"77617",,,,,ZIP
ERCOT,,,"77619",,,,,ZIP
ERCOT,,,"77622",,,,,ZIP
ERCOT,,,"77623",,,,,ZIP
ERCOT,,,"77624",,,,,ZIP
ERCOT,,,"77625",,,,,ZIP
ERCOT,,,"77626",,,,,ZIP
ERCOT,,,"77627",,,,,ZIP
ERCOT,,,"77629",,,,,ZIP
ERCOT,,,"77630",,,,,ZIP
ERCOT,,,"77631",,,,,ZIP
ERCOT,,,"77632",,,,,ZIP
ERCOT,,,"77639",,,,,ZIP
ERCOT,,,"77640",,,,,ZIP
ERCOT,,,"77641",,,,,ZIP
ERCOT,,,"77642",,,,,ZIP
ERCOT,,,"77643",,,,,ZIP
ERCOT,,,"77650",,,,,ZIP
ERCOT,,,"77651",,,,,ZIP
