"market","dc","state","zip","congestionzone","weatherzone","load_profile","rate_code","map_value"
ERCOT,,,"77655",,,,,ZIP
ERCOT,,,"77656",,,,,ZIP
ERCOT,,,"77657",,,,,ZIP
ERCOT,,,"77659",,,,,ZIP
ERCOT,,,"77660",,,,,ZIP
ERCOT,,,"77661",,,,,ZIP
ERCOT,,,"77662",,,,,ZIP
ERCOT,,,"77663",,,,,ZIP
ERCOT,,,"77664",,,,,ZIP
ERCOT,,,"77665",,,,,ZIP
ERCOT,,,"77670",,,,,ZIP
ERCOT,,,"77701",,,,,ZIP
ERCOT,,,"77702",,,,,ZIP
ERCOT,WTU,,"77703",,,,,DC+ZIP
ERCOT,CNP,,"77704",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77705",,,,,ZIP
ERCOT,,,"77706",,,,,ZIP
ERCOT,,,"77707",,,,,ZIP
ERCOT,,,"77708",,,,,ZIP
ERCOT,,,"77709",,,,,ZIP
ERCOT,,,"77710",,,,,ZIP
ERCOT,,,"77713",,,,,ZIP
ERCOT,,,"77720",,,,,ZIP
ERCOT,,,"77725",,,,,ZIP
ERCOT,,,"77726",,,,,ZIP
ERCOT,,,"77801",,,,,ZIP
ERCOT,,,"77802",,,,,ZIP
ERCOT,,,"77803",,,,,ZIP
ERCOT,,,"77805",,,,,ZIP
ERCOT,,,"77806",,,,,ZIP
ERCOT,,,"77807",,,,,ZIP
ERCOT,,,"77808",,,,,ZIP
ERCOT,,,"77830",,,,,ZIP
ERCOT,,,"77831",,,,,ZIP
ERCOT,,,"77833",,,,,ZIP
ERCOT,,,"77834",,,,,ZIP
ERCOT,,,"77835",,,,,ZIP
ERCOT,,,"77836",,,,,ZIP
ERCOT,,,"77837",,,,,ZIP
ERCOT,,,"77838",,,,,ZIP
ERCOT,,,"77839",,,,,ZIP
ERCOT,,,"77840",,,,,ZIP
ERCOT,,,"77841",,,,,ZIP
ERCOT,,,"77842",,,,,ZIP
ERCOT,,,"77843",,,,,ZIP
ERCOT,,,"77844",,,,,ZIP
ERCOT,ONC,,"77845",,,,,DC+ZIP
ERCOT,,,"77850",,,,,ZIP
ERCOT,,,"77852",,,,,ZIP
ERCOT,,,"77853",,,,,ZIP
ERCOT,,,"77855",,,,,ZIP
ERCOT,,,"77856",,,,,ZIP
ERCOT,,,"77857",,,,,ZIP
ERCOT,,,"77859",,,,,ZIP
ERCOT,,,"77861",,,,,ZIP
ERCOT,,,"77862",,,,,ZIP
ERCOT,,,"77863",,,,,ZIP
ERCOT,,,"77864",,,,,ZIP
ERCOT,ONC,,"77865",NORTH,,,,DC+ZIP+CZ
ERCOT,ONC,,"77866",NORTH,,,,DC+ZIP+CZ
ERCOT,TNP,,"77866",,,,,DC+ZIP
ERCOT,WTU,,"77866",,,,,DC+ZIP
ERCOT,,,"77867",,,,,ZIP
ERCOT,,,"77868",,,,,ZIP
ERCOT,,,"77869",,,,,ZIP
ERCOT,,,"77870",,,,,ZIP
ERCOT,ONC,,"77871",,,,,DC+ZIP
ERCOT,,,"77872",,,,,ZIP
ERCOT,,,"77873",,,,,ZIP
ERCOT,,,"77875",,,,,ZIP
ERCOT,CNP,,"77876",HOUSTON,,,,DC+ZIP+CZ
ERCOT,,,"77878",,,,,ZIP
ERCOT,,,"77879",,,,,ZIP
ERCOT,,,"77880",,,,,ZIP
ERCOT,,,"77881",,,,,ZIP
ERCOT,,,"77882",,,,,ZIP
ERCOT,CPL,,"77901",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77901",,,,,DC+ZIP
ERCOT,,,"77902",,,,,ZIP
ERCOT,WTU,,"77903",SOUTH,,,,DC+ZIP+CZ
ERCOT,CPL,,"77904",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77904",,,,,DC+ZIP
ERCOT,CPL,,"77905",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77905",,,,,DC+ZIP
ERCOT,CPL,,"77950",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77950",,,,,DC+ZIP
ERCOT,CPL,,"77951",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77951",,,,,DC+ZIP
ERCOT,,,"77954",,,,,ZIP
ERCOT,CPL,,"77957",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77957",,,,,DC+ZIP
ERCOT,,,"77960",,,,,ZIP
ERCOT,,,"77961",,,,,ZIP
ERCOT,CPL,,"77962",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77962",,,,,DC+ZIP
ERCOT,CPL,,"77963",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77963",,,,,DC+ZIP
ERCOT,,,"77964",,,,,ZIP
ERCOT,,,"77967",,,,,ZIP
ERCOT,CPL,,"77968",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77968",,,,,DC+ZIP
ERCOT,,,"77969",,,,,ZIP
ERCOT,,,"77970",,,,,ZIP
ERCOT,CPL,,"77971",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77971",,,,,DC+ZIP
ERCOT,,,"77973",,,,,ZIP
ERCOT,,,"77974",,,,,ZIP
ERCOT,,,"77975",,,,,ZIP
ERCOT,,,"77976",,,,,ZIP
ERCOT,CPL,,"77977",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77977",,,,,DC+ZIP
ERCOT,CPL,,"77978",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77978",,,,,DC+ZIP
ERCOT,ONC,,"77979",,,,,DC+ZIP
ERCOT,,,"77982",,,,,ZIP
ERCOT,CPL,,"77983",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77983",,,,,DC+ZIP
ERCOT,,,"77984",,,,,ZIP
ERCOT,,,"77986",,,,,ZIP
ERCOT,,,"77987",,,,,ZIP
ERCOT,,,"77988",,,,,ZIP
ERCOT,,,"77989",,,,,ZIP
ERCOT,CPL,,"77990",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77990",,,,,DC+ZIP
ERCOT,,,"77991",,,,,ZIP
ERCOT,CPL,,"77993",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77993",,,,,DC+ZIP
ERCOT,CPL,,"77994",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"77994",,,,,DC+ZIP
ERCOT,CPL,,"77995",,,,,DC+ZIP
ERCOT,CPL,,"78001",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78002",,,,,ZIP
ERCOT,,,"78003",,,,,ZIP
ERCOT,,,"78004",,,,,ZIP
ERCOT,CPL,,"78005",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78005",,,,,DC+ZIP
ERCOT,,,"78006",,,,,ZIP
ERCOT,,,"78007",,,,,ZIP
ERCOT,,,"78008",,,,,ZIP
ERCOT,,,"78009",,,,,ZIP
ERCOT,,,"78010",,,,,ZIP
ERCOT,CPL,,"78011",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78011",,,,,DC+ZIP
ERCOT,CPL,,"78012",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78012",,,,,DC+ZIP
ERCOT,,,"78013",,,,,ZIP
ERCOT,CPL,,"78014",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78014",,,,,DC+ZIP
ERCOT,,,"78015",,,,,ZIP
ERCOT,CPL,,"78016",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78016",,,,,DC+ZIP
ERCOT,CPL,,"78017",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78017",,,,,DC+ZIP
ERCOT,CPL,,"78019",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78019",,,,,DC+ZIP
ERCOT,,,"78021",,,,,ZIP
ERCOT,CPL,,"78022",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78022",,,,,DC+ZIP
ERCOT,,,"78023",,,,,ZIP
ERCOT,,,"78024",,,,,ZIP
ERCOT,,,"78025",,,,,ZIP
ERCOT,CPL,,"78026",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78026",,,,,DC+ZIP
ERCOT,,,"78027",,,,,ZIP
ERCOT,,,"78028",,,,,ZIP
ERCOT,,,"78029",,,,,ZIP
ERCOT,,,"78039",,,,,ZIP
ERCOT,CPL,,"78040",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78040",,,,,DC+ZIP
ERCOT,CPL,,"78041",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78041",,,,,DC+ZIP
ERCOT,CPL,,"78042",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78042",,,,,DC+ZIP
ERCOT,CPL,,"78043",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78043",,,,,DC+ZIP
ERCOT,,,"78044",,,,,ZIP
ERCOT,CPL,,"78045",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78045",,,,,DC+ZIP
ERCOT,CPL,,"78046",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78046",,,,,DC+ZIP
ERCOT,,,"78049",,,,,ZIP
ERCOT,CPL,,"78050",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78050",,,,,DC+ZIP
ERCOT,CPL,,"78052",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78052",,,,,DC+ZIP
ERCOT,,,"78054",,,,,ZIP
ERCOT,,,"78055",,,,,ZIP
ERCOT,,,"78056",,,,,ZIP
ERCOT,CPL,,"78057",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78057",,,,,DC+ZIP
ERCOT,,,"78058",,,,,ZIP
ERCOT,CPL,,"78059",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78059",,,,,DC+ZIP
ERCOT,CPL,,"78060",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78060",,,,,DC+ZIP
ERCOT,CPL,,"78061",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78061",,,,,DC+ZIP
ERCOT,,,"78062",,,,,ZIP
ERCOT,,,"78063",,,,,ZIP
ERCOT,CPL,,"78064",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78064",,,,,DC+ZIP
ERCOT,CPL,,"78065",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78065",,,,,DC+ZIP
ERCOT,,,"78066",,,,,ZIP
ERCOT,CPL,,"78067",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78067",,,,,DC+ZIP
ERCOT,,,"78069",,,,,ZIP
ERCOT,CPL,,"78070",,,,,DC+ZIP
ERCOT,CPL,,"78071",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78071",,,,,DC+ZIP
ERCOT,,,"78072",,,,,ZIP
ERCOT,,,"78073",,,,,ZIP
ERCOT,,,"78074",,,,,ZIP
ERCOT,,,"78075",,,,,ZIP
ERCOT,CPL,,"78076",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78076",,,,,DC+ZIP
ERCOT,,,"78101",,,,,ZIP
ERCOT,CPL,,"78102",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78102",,,,,DC+ZIP
ERCOT,CPL,,"78104",,,,,DC+ZIP
ERCOT,CPL,,"78107",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78107",,,,,DC+ZIP
ERCOT,,,"78108",,,,,ZIP
ERCOT,,,"78109",,,,,ZIP
ERCOT,,,"78111",,,,,ZIP
ERCOT,,,"78112",,,,,ZIP
ERCOT,,,"78113",,,,,ZIP
ERCOT,,,"78114",,,,,ZIP
ERCOT,,,"78115",,,,,ZIP
ERCOT,CPL,,"78116",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78116",,,,,DC+ZIP
ERCOT,,,"78117",,,,,ZIP
ERCOT,CPL,,"78118",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78118",,,,,DC+ZIP
ERCOT,CPL,,"78119",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78119",,,,,DC+ZIP
ERCOT,,,"78121",,,,,ZIP
ERCOT,CPL,,"78122",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78122",,,,,DC+ZIP
ERCOT,,,"78123",,,,,ZIP
ERCOT,,,"78124",,,,,ZIP
ERCOT,,,"78125",,,,,ZIP
ERCOT,,,"78130",,,,,ZIP
ERCOT,,,"78131",,,,,ZIP
ERCOT,,,"78132",,,,,ZIP
ERCOT,,,"78133",,,,,ZIP
ERCOT,,,"78135",,,,,ZIP
ERCOT,CPL,,"78140",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78140",,,,,DC+ZIP
ERCOT,CPL,,"78141",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78141",,,,,DC+ZIP
ERCOT,CPL,,"78142",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78142",,,,,DC+ZIP
ERCOT,,,"78143",,,,,ZIP
ERCOT,,,"78144",,,,,ZIP
ERCOT,CPL,,"78145",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78145",,,,,DC+ZIP
ERCOT,CPL,,"78146",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78146",,,,,DC+ZIP
ERCOT,,,"78147",,,,,ZIP
ERCOT,,,"78148",,,,,ZIP
ERCOT,,,"78150",,,,,ZIP
ERCOT,CPL,,"78151",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78151",,,,,DC+ZIP
ERCOT,,,"78152",,,,,ZIP
ERCOT,,,"78154",,,,,ZIP
ERCOT,,,"78155",,,,,ZIP
ERCOT,,,"78156",,,,,ZIP
ERCOT,CPL,,"78159",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78159",,,,,DC+ZIP
ERCOT,,,"78160",,,,,ZIP
ERCOT,,,"78161",,,,,ZIP
ERCOT,CPL,,"78162",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78162",,,,,DC+ZIP
ERCOT,ONC,,"78163",,,,,DC+ZIP
ERCOT,CPL,,"78164",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78164",,,,,DC+ZIP
ERCOT,,,"78201",,,,,ZIP
ERCOT,CPL,,"78202",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78203",,,,,ZIP
ERCOT,,,"78204",,,,,ZIP
ERCOT,,,"78205",,,,,ZIP
ERCOT,,,"78206",,,,,ZIP
ERCOT,,,"78207",,,,,ZIP
ERCOT,,,"78208",,,,,ZIP
ERCOT,,,"78209",,,,,ZIP
ERCOT,,,"78210",,,,,ZIP
ERCOT,,,"78211",,,,,ZIP
ERCOT,,,"78212",,,,,ZIP
ERCOT,,,"78213",,,,,ZIP
ERCOT,,,"78214",,,,,ZIP
ERCOT,,,"78215",,,,,ZIP
ERCOT,,,"78216",,,,,ZIP
ERCOT,,,"78217",,,,,ZIP
ERCOT,,,"78218",,,,,ZIP
ERCOT,,,"78219",,,,,ZIP
ERCOT,,,"78220",,,,,ZIP
ERCOT,,,"78221",,,,,ZIP
ERCOT,,,"78222",,,,,ZIP
ERCOT,,,"78223",,,,,ZIP
ERCOT,,,"78224",,,,,ZIP
ERCOT,,,"78225",,,,,ZIP
ERCOT,,,"78226",,,,,ZIP
ERCOT,WTU,,"78227",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78228",,,,,ZIP
ERCOT,,,"78229",,,,,ZIP
ERCOT,,,"78230",,,,,ZIP
ERCOT,,,"78231",,,,,ZIP
ERCOT,,,"78232",,,,,ZIP
ERCOT,,,"78233",,,,,ZIP
ERCOT,,,"78234",,,,,ZIP
ERCOT,,,"78235",,,,,ZIP
ERCOT,,,"78236",,,,,ZIP
ERCOT,,,"78237",,,,,ZIP
ERCOT,,,"78238",,,,,ZIP
ERCOT,,,"78239",,,,,ZIP
ERCOT,,,"78240",,,,,ZIP
ERCOT,,,"78241",,,,,ZIP
ERCOT,,,"78242",,,,,ZIP
ERCOT,,,"78243",,,,,ZIP
ERCOT,,,"78244",,,,,ZIP
ERCOT,,,"78245",,,,,ZIP
ERCOT,,,"78246",,,,,ZIP
ERCOT,,,"78247",,,,,ZIP
ERCOT,,,"78248",,,,,ZIP
ERCOT,WTU,,"78249",SOUTH,,,,DC+ZIP+CZ
ERCOT,,,"78250",,,,,ZIP
ERCOT,,,"78251",,,,,ZIP
ERCOT,,,"78252",,,,,ZIP
ERCOT,,,"78253",,,,,ZIP
ERCOT,,,"78254",,,,,ZIP
ERCOT,,,"78255",,,,,ZIP
ERCOT,,,"78256",,,,,ZIP
ERCOT,,,"78257",,,,,ZIP
ERCOT,,,"78258",,,,,ZIP
ERCOT,,,"78259",,,,,ZIP
ERCOT,,,"78260",,,,,ZIP
ERCOT,,,"78261",,,,,ZIP
ERCOT,,,"78262",,,,,ZIP
ERCOT,,,"78263",,,,,ZIP
ERCOT,,,"78264",,,,,ZIP
ERCOT,,,"78265",,,,,ZIP
ERCOT,,,"78266",,,,,ZIP
ERCOT,,,"78268",,,,,ZIP
ERCOT,,,"78269",,,,,ZIP
ERCOT,,,"78270",,,,,ZIP
ERCOT,,,"78275",,,,,ZIP
ERCOT,,,"78278",,,,,ZIP
ERCOT,,,"78279",,,,,ZIP
ERCOT,,,"78280",,,,,ZIP
ERCOT,,,"78283",,,,,ZIP
ERCOT,,,"78284",,,,,ZIP
ERCOT,,,"78285",,,,,ZIP
ERCOT,,,"78286",,,,,ZIP
ERCOT,,,"78287",,,,,ZIP
ERCOT,,,"78288",,,,,ZIP
ERCOT,,,"78289",,,,,ZIP
ERCOT,,,"78291",,,,,ZIP
ERCOT,,,"78292",,,,,ZIP
ERCOT,,,"78293",,,,,ZIP
ERCOT,,,"78294",,,,,ZIP
ERCOT,,,"78295",,,,,ZIP
ERCOT,,,"78296",,,,,ZIP
ERCOT,,,"78297",,,,,ZIP
ERCOT,,,"78298",,,,,ZIP
ERCOT,,,"78299",,,,,ZIP
ERCOT,CPL,,"78330",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78330",,,,,DC+ZIP
ERCOT,CPL,,"78332",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78332",,,,,DC+ZIP
ERCOT,CPL,,"78333",SOUTH,,,,DC+ZIP+CZ
ERCOT,CPL,,"78335",SOUTH,,,,DC+ZIP+CZ
ERCOT,CPL,,"78336",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78336",,,,,DC+ZIP
ERCOT,,,"78338",,,,,ZIP
ERCOT,CPL,,"78339",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78339",,,,,DC+ZIP
ERCOT,CPL,,"78340",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78340",,,,,DC+ZIP
ERCOT,CPL,,"78341",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78341",,,,,DC+ZIP
ERCOT,CPL,,"78342",SOUTH,,,,DC+ZIP+CZ
ERCOT,CPL,,"78343",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78343",,,,,DC+ZIP
ERCOT,CPL,,"78344",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78344",,,,,DC+ZIP
ERCOT,CPL,,"78347",SOUTH,,,,DC+ZIP+CZ
ERCOT,CPL,,"78349",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78349",,,,,DC+ZIP
ERCOT,,,"78350",,,,,ZIP
ERCOT,CPL,,"78351",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78351",,,,,DC+ZIP
ERCOT,CPL,,"78352",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78352",,,,,DC+ZIP
ERCOT,CPL,,"78353",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78353",,,,,DC+ZIP
ERCOT,CPL,,"78355",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78355",,,,,DC+ZIP
ERCOT,CPL,,"78357",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78357",,,,,DC+ZIP
ERCOT,CPL,,"78358",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78358",,,,,DC+ZIP
ERCOT,CPL,,"78359",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78359",,,,,DC+ZIP
ERCOT,,,"78360",,,,,ZIP
ERCOT,CPL,,"78361",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78361",,,,,DC+ZIP
ERCOT,CPL,,"78362",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78362",,,,,DC+ZIP
ERCOT,CPL,,"78363",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78363",,,,,DC+ZIP
ERCOT,CPL,,"78364",SOUTH,,,,DC+ZIP+CZ
ERCOT,CPL,,"78368",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78368",,,,,DC+ZIP
ERCOT,CPL,,"78369",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78369",,,,,DC+ZIP
ERCOT,CPL,,"78370",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78370",,,,,DC+ZIP
ERCOT,CPL,,"78371",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78371",,,,,DC+ZIP
ERCOT,CPL,,"78372",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78372",,,,,DC+ZIP
ERCOT,CPL,,"78373",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78373",,,,,DC+ZIP
ERCOT,CPL,,"78374",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78374",,,,,DC+ZIP
ERCOT,CPL,,"78375",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78375",,,,,DC+ZIP
ERCOT,CPL,,"78376",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78376",,,,,DC+ZIP
ERCOT,CPL,,"78377",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78377",,,,,DC+ZIP
ERCOT,CPL,,"78379",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78379",,,,,DC+ZIP
ERCOT,CPL,,"78380",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78380",,,,,DC+ZIP
ERCOT,,,"78381",,,,,ZIP
ERCOT,CPL,,"78382",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78382",,,,,DC+ZIP
ERCOT,CPL,,"78383",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78383",,,,,DC+ZIP
ERCOT,CPL,,"78384",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78384",,,,,DC+ZIP
ERCOT,,,"78385",,,,,ZIP
ERCOT,CPL,,"78387",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78387",,,,,DC+ZIP
ERCOT,CPL,,"78389",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78389",,,,,DC+ZIP
ERCOT,CPL,,"78390",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78390",,,,,DC+ZIP
ERCOT,CPL,,"78391",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78391",,,,,DC+ZIP
ERCOT,CPL,,"78393",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78393",,,,,DC+ZIP
ERCOT,CPL,,"78401",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78401",,,,,DC+ZIP
ERCOT,CPL,,"78402",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78402",,,,,DC+ZIP
ERCOT,,,"78403",,,,,ZIP
ERCOT,CPL,,"78404",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78404",,,,,DC+ZIP
ERCOT,CPL,,"78405",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78405",,,,,DC+ZIP
ERCOT,CPL,,"78406",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78406",,,,,DC+ZIP
ERCOT,CPL,,"78407",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78407",,,,,DC+ZIP
ERCOT,CPL,,"78408",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78408",,,,,DC+ZIP
ERCOT,CPL,,"78409",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78409",,,,,DC+ZIP
ERCOT,CPL,,"78410",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78410",,,,,DC+ZIP
ERCOT,CPL,,"78411",SOUTH,,,,DC+ZIP+CZ
ERCOT,WTU,,"78411",,,,,DC+ZIP
ERCOT,CPL,,"78412",SOUTH,,,,DC+ZIP+CZ
